ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
6875,37,08/26/1983,Juan Gonzales,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12081,25,12/08/1995,Angel Gonzalez,2.0 Stars,2.0 Stars,Normal,50,40,50,60,45,-,-,-,50,-,-,-,-,-,-,95-97,45,No,0,0
13587,23,05/06/1998,Willie Gonzalez,2.0 Stars,2.5 Stars,Normal,50,65,60,65,45,-,-,-,-,-,-,-,-,45,-,93-95,50,No,0,0
9793,30,08/06/1990,JORDAN GORDIAN,2.0 Stars,2.0 Stars,Iron Man,50,50,45,55,-,45,-,50,-,55,-,-,-,-,-,93-95,50,No,0,0
6507,38,09/03/1982,Beco Gosendes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1860
12185,25,08/31/1995,Ivan Govedarica,2.5 Stars,2.5 Stars,Fragile,50,40,50,50,50,70,-,-,-,60,-,-,-,-,-,92-94,55,No,0,0
11205,25,06/23/1995,Burton Guster,2.5 Stars,2.5 Stars,Normal,55,50,55,50,60,-,-,-,-,80,-,-,-,-,-,97-99,55,No,0,0
12189,35,06/06/1985,Lupe Gutierrez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8538,33,10/17/1987,Mario Guzman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
13715,22,08/31/1998,Jorge Hernandez,2.0 Stars,2.5 Stars,Fragile,60,50,55,70,55,-,70,-,-,75,-,-,40,-,-,94-96,45,No,0,0
7737,36,05/18/1985,Luis Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
4923,42,02/28/1979,Eric Hill,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11805,25,09/28/1995,Naohiro Honda,2.0 Stars,2.5 Stars,Normal,65,40,55,80,55,-,80,-,70,-,60,-,-,-,-,96-98,55,No,0,0
12693,24,02/10/1997,Kuniyoshi Horii,2.5 Stars,2.5 Stars,Normal,60,50,45,65,60,-,-,-,-,70,50,-,-,-,-,94-96,55,No,0,0
1142,56,03/23/1965,Josh Huber,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1019
10550,43,11/21/1977,Robert Huijts,2.5 Stars,2.5 Stars,Normal,45,70,45,50,40,-,-,45,-,-,-,-,50,-,-,92-94,55,No,0,0
13596,23,11/01/1997,Mark Hutton,2.5 Stars,2.5 Stars,Fragile,50,50,55,-,30,75,50,55,50,-,-,-,-,50,-,94-96,50,No,0,0
11333,25,09/15/1995,Jun-hyuk Im,2.5 Stars,2.5 Stars,Normal,65,45,50,80,-,-,80,70,-,-,-,-,-,-,-,97-99,40,No,0,0
12129,25,02/14/1996,Young-jae Im,3.0 Stars,3.0 Stars,Normal,75,50,55,-,75,-,-,-,-,80,-,-,-,-,-,96-98,25,No,0,0
7823,43,06/21/1977,Shinichi Ishiyama,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7822,45,07/14/1975,Tzu-hsia Jia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10255,28,08/23/1992,Antonio Juarez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9316,31,01/29/1990,Hong-chang Jung,2.5 Stars,2.5 Stars,Normal,50,50,50,-,40,-,60,-,-,60,-,-,-,-,-,95-97,30,No,0,0
9324,31,01/22/1990,Jung-hoon Kang,2.0 Stars,2.0 Stars,Fragile,65,30,50,65,65,-,-,-,-,65,-,-,-,-,-,93-95,45,No,0,0
10319,29,04/23/1992,Akinami Kawabata,2.0 Stars,2.0 Stars,Iron Man,50,40,50,65,40,-,35,50,-,55,-,-,-,-,-,94-96,55,No,0,0
8897,31,08/19/1989,Ayuta Kawata,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9812,30,04/15/1991,Paul Kilbride,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12838,24,02/19/1997,Cheol-kyun Kim,2.0 Stars,2.0 Stars,Normal,50,45,60,50,65,-,-,45,65,-,-,-,-,-,-,90-92,40,No,0,0
7516,46,02/21/1975,Dong-jin Kim,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
14166,22,01/18/1999,Hyeon-sang Kim,1.5 Stars,2.5 Stars,Normal,45,50,55,45,55,55,-,-,60,-,-,-,-,45,-,89-91,55,No,0,0
13584,22,09/21/1998,Jin-hoe Kim,2.0 Stars,2.5 Stars,Normal,55,50,55,60,-,65,-,-,-,-,-,-,-,-,-,93-95,30,No,0,0
11911,25,08/01/1995,Jong-ho Kim,2.0 Stars,2.0 Stars,Normal,45,45,45,-,50,55,40,-,-,50,-,-,-,-,-,94-96,55,No,0,0
8869,32,03/21/1989,Min-jun Kim,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9315,31,12/22/1989,Takeshi Kitano,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11319,25,06/25/1995,Myung-hwan Kong,2.5 Stars,2.5 Stars,Fragile,45,35,60,50,70,-,50,-,-,-,-,-,-,-,-,91-93,50,No,0,0
10742,41,02/26/1980,Larry Lacroix,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8580,33,12/26/1987,Robert Langrish,2.0 Stars,2.0 Stars,Fragile,50,40,50,65,-,-,-,45,-,-,-,-,-,-,-,93-95,45,No,0,0
9849,29,09/20/1991,Lance Larcombe,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
6019,39,07/19/1981,ROY LECAIN,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
963,58,02/19/1963,Marcos Ledesma,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,419
8169,33,11/15/1987,Chang-hoon Lee,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8565,34,04/15/1987,Dong-hoon Lee,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
14825,21,12/31/1999,Min-jun Lee,2.0 Stars,3.0 Stars,Durable,50,60,55,75,-,-,-,65,-,60,-,-,-,-,-,96-98,60,No,0,0
7843,34,01/29/1987,Alex Leew,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10485,27,08/08/1993,Micah Lincoln,3.0 Stars,3.0 Stars,Normal,55,50,55,55,40,50,70,-,55,-,-,-,-,40,-,93-95,55,No,0,0
12222,24,07/22/1996,Carlos Lizarraga,2.5 Stars,2.5 Stars,Fragile,50,45,50,60,50,50,-,55,-,40,-,-,-,-,-,95-97,50,No,0,0
11893,25,06/11/1995,Shoji Llanttada,2.0 Stars,2.0 Stars,Normal,65,40,45,80,60,-,-,-,45,-,-,-,-,50,-,96-98,65,No,0,0
7821,44,01/20/1977,DAVE LOPEZ,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10741,36,12/30/1984,Luis Lopez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7143,37,07/25/1983,Francisco Loya,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8906,44,02/06/1977,Lyoto Machida,2.5 Stars,2.5 Stars,Normal,40,60,50,40,35,35,40,35,-,40,-,-,-,-,-,91-93,45,No,0,0
10655,27,06/20/1993,Kyle MacIndoe,2.0 Stars,2.0 Stars,Iron Man,55,50,40,65,50,-,-,-,-,55,-,-,-,-,-,94-96,35,No,0,0
10746,40,10/24/1980,Alvin Marquez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10557,46,05/03/1975,Parker Martin,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
13446,23,06/12/1997,Fernando Martinez,2.0 Stars,2.5 Stars,Normal,70,45,55,80,-,-,80,-,-,-,-,-,-,-,-,97-99,20,No,0,0
8904,46,04/28/1975,Franklin Martinez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8544,33,11/09/1987,Julio Martinez,2.5 Stars,2.5 Stars,Wrecked,45,45,50,45,30,-,-,50,60,-,-,-,-,-,-,89-91,55,No,0,0
4774,43,07/18/1977,Luis Mata,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1022
11223,25,07/31/1995,Aaron McAlpine,2.0 Stars,2.5 Stars,Durable,65,55,55,-,55,65,-,65,80,-,-,-,-,-,-,95-97,35,No,0,0
11956,25,03/28/1996,Elijah McCants,3.5 Stars,3.5 Stars,Normal,50,70,65,55,65,55,-,-,-,65,-,-,-,-,-,97-99,60,No,0,0
9630,43,12/28/1977,Jesus Melchon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
17537,27,10/10/1993,Israel Mendoza,3.5 Stars,3.5 Stars,Normal,65,50,75,80,-,-,80,-,-,-,-,-,-,-,-,96-98,35,No,0,0
6915,37,07/06/1983,RICKY MERCADO,2.5 Stars,2.5 Stars,Iron Man,45,55,50,45,-,45,-,25,55,-,-,-,-,-,-,91-93,70,No,0,0
11937,25,03/21/1996,Marcus Miller,2.5 Stars,2.5 Stars,Normal,80,50,45,80,50,80,-,80,-,-,-,-,-,-,-,98-100,35,No,0,0
10548,35,05/04/1986,Katsumi Mizuta,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7766,36,02/04/1985,Jose Morales,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
14072,22,06/23/1998,Armando Moreno,2.0 Stars,3.0 Stars,Normal,50,55,65,55,60,-,-,-,55,-,45,-,-,-,-,92-94,50,No,0,0
8063,34,07/16/1986,Tony Moreno,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11232,26,05/14/1995,Juan Morones,2.5 Stars,2.5 Stars,Durable,65,45,50,80,60,-,-,-,-,-,-,-,-,-,-,96-98,45,No,0,0
11330,25,12/10/1995,Glen Morrall,2.0 Stars,2.5 Stars,Normal,55,50,50,80,55,-,50,-,-,70,-,-,-,-,-,94-96,55,No,0,0
14207,21,10/12/1999,Christian Morrow,2.0 Stars,4.0 Stars,Normal,80,55,60,-,-,-,80,-,-,80,-,-,-,-,-,98-100,50,No,0,0
143,52,06/02/1968,Joey Moser,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1093
1012,57,10/30/1963,Cameron Mounkes,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1043
12827,36,08/28/1984,Sung-hyun Na,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12633,24,03/21/1997,Yushiro Nakamura,2.0 Stars,2.0 Stars,Fragile,55,50,45,65,45,55,-,50,-,50,-,-,-,-,-,94-96,60,No,0,0
10533,27,09/07/1993,DANNY NIEVES,2.5 Stars,2.5 Stars,Fragile,50,50,65,55,50,-,-,-,-,65,-,-,-,-,-,93-95,45,No,0,0
12044,25,08/22/1995,Akihito Nishimura,2.0 Stars,2.0 Stars,Normal,45,40,40,60,40,-,-,-,-,50,-,-,-,-,-,96-98,55,No,0,0
12078,25,02/17/1996,Hurem Nusic,2.0 Stars,2.0 Stars,Normal,40,50,50,45,-,40,-,40,-,-,-,-,-,-,-,90-92,65,No,0,0
1689,54,07/29/1966,Travis O'Brien,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1055
13574,22,09/16/1998,Masato Oba,2.0 Stars,2.0 Stars,Normal,45,45,45,50,40,-,-,50,-,45,-,-,-,-,-,91-93,55,No,0,0
10672,28,04/14/1993,Teruaki Omori,2.5 Stars,2.5 Stars,Normal,50,35,60,-,50,80,-,-,-,55,-,-,-,-,-,94-96,50,No,0,0
6906,37,09/17/1983,Oscar Orozco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11217,25,06/03/1995,Randy Overwater,2.0 Stars,2.0 Stars,Normal,45,40,50,-,40,45,55,45,-,45,-,-,-,-,-,94-96,35,No,0,0
2434,50,03/07/1971,Alberto Pacheco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1418
2083,54,07/09/1966,Frank Pacheco,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,169
12188,32,01/15/1989,Kyung-ryul Park,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9634,49,08/28/1971,Chris Parker,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7118,38,03/03/1983,Toribio Partida,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12774,24,02/17/1997,Ruben Pastran,2.5 Stars,3.0 Stars,Normal,70,55,55,80,-,-,80,-,-,-,-,-,-,-,-,98-100,35,No,0,0
8246,37,04/19/1984,MATT PENCE,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
6871,37,08/28/1983,Oscar Perez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7817,37,03/30/1984,Bernardino Pitorro,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
14322,38,06/17/1982,Katsuyoshi Ponce,2.5 Stars,2.5 Stars,Normal,40,70,55,-,40,55,-,-,-,45,-,-,-,-,-,91-93,50,No,0,0
4717,42,09/16/1978,Sam Potocki,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7200,37,10/14/1983,Eugenio Ramirez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11908,25,06/19/1995,Hugo Ramirez,2.0 Stars,2.5 Stars,Durable,45,60,50,55,40,45,-,50,-,-,-,-,-,-,-,96-98,50,No,0,0
10690,26,05/29/1994,Luis Ramirez,2.0 Stars,2.0 Stars,Normal,50,35,50,80,50,-,55,50,-,-,-,-,-,-,-,95-97,55,No,0,0
12581,24,04/16/1997,Brassal Rampling,2.0 Stars,3.5 Stars,Normal,50,60,80,50,50,-,50,65,-,-,-,-,50,-,-,91-93,55,No,0,0
11121,27,12/20/1993,Jordan Rendon,2.0 Stars,2.0 Stars,Normal,60,40,60,80,-,-,80,-,-,-,-,-,-,-,-,96-98,20,No,0,0
6986,41,05/16/1980,BEN RENGERS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8625,44,07/25/1976,Tony Rosa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11943,25,12/02/1995,Hubert Roth,2.5 Stars,2.5 Stars,Normal,45,45,60,65,40,-,-,50,-,-,-,-,-,-,-,95-97,35,No,0,0
12590,24,12/06/1996,Cody Rowe,2.0 Stars,2.5 Stars,Normal,50,45,70,55,60,-,-,50,-,-,-,-,-,-,-,92-94,60,No,0,0
7151,37,10/18/1983,Julio Saenz,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12012,25,02/19/1996,Yoshiharu Sakamoto,2.0 Stars,2.0 Stars,Durable,45,40,40,60,45,-,-,-,35,-,-,-,-,-,-,95-97,65,No,0,0
7186,37,11/28/1983,Rey Sandoval,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7509,36,10/11/1984,Francisco Saucedo,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9628,37,11/21/1983,Fidde Schuring,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8574,33,12/20/1987,Romeu Shellim,2.0 Stars,2.0 Stars,Iron Man,50,45,30,75,50,-,70,-,-,-,-,-,-,-,-,95-97,50,No,0,0
8591,33,12/13/1987,Karl Shi,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
8556,33,07/18/1987,Louis Siddall,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
2515,52,10/02/1968,Eric Smiley,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,629
9885,37,10/03/1983,Jay Smith,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
13418,23,07/13/1997,Israel Solis,2.0 Stars,2.0 Stars,Durable,55,45,45,75,45,-,-,-,-,65,-,-,-,-,-,96-98,50,No,0,0
12118,24,10/08/1996,Velimir Stolic,2.0 Stars,3.5 Stars,Normal,80,50,55,-,-,80,-,80,-,-,-,-,-,-,-,98-100,20,No,0,0
56,53,10/17/1967,Joe Stolte,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,814
7256,49,08/11/1971,Seiho Suzuki,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
10531,28,04/21/1993,MASAJI TAKENAKA,3.0 Stars,3.0 Stars,Normal,60,50,60,80,50,-,-,-,55,-,-,-,-,-,-,96-98,35,No,0,0
11272,40,08/27/1980,Daizo Tamaki,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12192,30,08/17/1990,Luke Tetteroo,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
12086,24,06/03/1996,Theodore Tippett,2.0 Stars,2.5 Stars,Normal,75,40,60,80,-,80,-,-,-,-,-,-,-,-,-,96-98,30,No,0,0
12584,24,12/16/1996,Alan Tizzard,2.5 Stars,3.0 Stars,Durable,80,45,60,-,-,-,80,-,-,80,-,-,-,-,-,96-98,25,No,0,0
11080,26,03/22/1995,Takayasu Tsukamoto,2.0 Stars,2.0 Stars,Fragile,60,40,40,80,50,-,70,-,-,-,-,-,-,-,-,95-97,35,No,0,0
2352,50,01/17/1971,Chad Turcios,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1288
10516,27,09/05/1993,Garrus Vakarian,2.5 Stars,2.5 Stars,Fragile,50,50,50,55,35,50,-,50,40,-,40,-,-,-,-,94-96,35,No,0,0
8885,32,02/02/1989,Vaclav van de Ven,2.0 Stars,2.0 Stars,Normal,45,55,45,55,-,-,-,30,-,-,-,50,-,65,-,93-95,60,No,0,0
8153,47,02/12/1974,Jeroen van der Werf,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11329,25,12/11/1995,Quido van Kampen,2.0 Stars,2.0 Stars,Fragile,40,50,60,45,50,-,50,-,-,-,-,-,-,-,-,91-93,45,No,0,0
13154,23,06/10/1997,Andre van Lier,2.0 Stars,2.5 Stars,Normal,50,50,50,55,60,70,55,60,-,-,-,-,-,-,-,93-95,55,No,0,0
8571,33,02/23/1988,David Velasquez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11973,25,10/15/1995,Omero Venni,2.5 Stars,2.5 Stars,Normal,50,45,50,75,60,-,70,-,-,40,-,-,-,-,-,95-97,75,No,0,0
10248,31,01/03/1990,Silvino Virgnia,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
16183,27,09/05/1993,Rusty Walston,2.5 Stars,2.5 Stars,Durable,50,55,50,50,-,-,-,40,-,70,-,-,-,-,-,91-93,40,No,0,0
4729,45,02/18/1976,Bradley Wearne,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
3797,48,05/03/1973,Ron Welty,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,604
12490,25,04/04/1996,Per Wiegersma,2.0 Stars,2.0 Stars,Normal,40,45,45,45,40,-,-,-,45,-,-,-,45,-,-,92-94,40,No,0,0
10493,28,12/27/1992,VIC WILLEY,2.0 Stars,2.0 Stars,Normal,50,45,45,65,-,70,-,-,50,-,-,-,-,-,-,96-98,45,No,0,0
11241,25,07/07/1995,Blake Willis,2.5 Stars,2.5 Stars,Normal,50,45,50,65,50,-,-,-,-,60,-,-,-,-,-,94-96,55,No,0,0
8281,33,06/25/1987,JIM WILSON,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
7796,36,06/27/1984,Ben Wonnocott,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
9284,30,06/18/1990,Sadaharu Yamaoka,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
16888,33,08/14/1987,Ryan Yohemas,3.5 Stars,3.5 Stars,Normal,70,50,60,75,80,-,-,-,-,-,-,-,-,-,-,95-97,25,No,0,0
7254,48,06/15/1972,MIN-JUN YOON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
604,53,02/02/1968,Chris Zambrana,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1030
5126,43,12/14/1977,Jorge Zaragoza,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,1342
5209,51,02/25/1970,Rafael Zepeda,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,0
11214,26,04/11/1995,Jian-zhang Zhang,2.5 Stars,2.5 Stars,Fragile,50,45,50,60,40,-,-,-,50,-,-,-,-,-,-,93-95,55,No,0,0
