STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
60,45,35,50,45,80,50,-,-,75,-,-,-,-,-,-,-,100+
60,50,40,50,50,75,60,-,-,-,35,-,-,-,-,-,-,93-95
60,55,60,45,65,65,-,-,80,-,-,-,-,-,-,-,-,94-96
60,45,55,50,40,75,55,70,-,55,70,-,-,-,-,-,-,96-98
60,45,40,50,40,70,55,70,60,60,-,-,-,-,-,-,-,94-96
60,50,30,40,55,75,-,-,70,-,-,-,-,-,-,-,-,94-96
60,45,50,45,45,80,55,-,-,-,-,75,50,-,-,-,-,98-100
60,50,25,50,50,80,50,-,-,65,-,-,-,-,-,-,-,95-97
60,40,50,50,40,80,-,-,75,-,-,-,-,-,-,-,-,96-98
60,50,50,50,50,65,60,-,-,-,-,70,50,-,-,-,-,94-96
60,45,45,55,40,65,-,-,-,-,70,-,-,-,-,-,-,93-95
60,50,45,45,55,60,65,80,80,80,-,-,-,-,-,-,-,98-100
60,45,40,45,50,80,65,-,-,80,-,-,-,-,-,-,-,97-99
60,40,45,50,35,80,-,-,75,55,-,-,-,45,-,-,-,96-98
60,45,45,45,45,-,-,-,70,70,-,-,-,-,-,-,-,94-96
60,45,25,45,45,-,-,75,-,-,-,80,-,-,-,-,-,97-99
60,40,40,45,40,80,50,-,-,60,-,-,-,-,-,-,-,96-98
60,45,55,45,45,65,60,-,-,-,-,70,-,-,-,-,-,93-95
60,50,50,55,50,75,55,-,80,-,-,-,-,-,40,-,-,96-98
60,55,55,55,60,80,65,-,-,65,-,-,-,-,-,50,-,96-98
60,55,50,50,55,80,65,80,-,-,-,70,-,40,-,-,-,97-99
60,55,60,45,60,70,-,-,-,75,-,70,-,-,40,-,-,94-96
60,45,30,40,45,75,60,-,-,70,-,35,-,-,-,-,-,94-96
60,45,35,45,45,65,60,-,-,65,-,-,45,-,-,-,-,94-96
60,50,55,50,50,75,-,-,75,-,-,-,-,-,-,-,-,94-96
60,45,45,45,45,80,55,-,-,-,-,-,-,-,-,-,-,97-99
60,50,35,50,50,65,-,-,55,55,25,-,-,-,-,-,-,93-95
60,40,25,50,40,80,65,-,-,65,-,-,-,-,-,-,-,97-99
60,45,40,40,45,80,50,-,-,60,-,-,-,-,-,-,-,97-99
60,35,40,45,35,80,50,-,80,55,-,-,-,-,-,-,-,97-99
60,45,45,40,45,80,50,-,-,-,60,-,-,-,-,-,-,98-100
60,45,35,45,40,80,-,65,-,55,35,65,-,-,-,-,-,97-99
60,40,40,50,40,80,55,-,80,-,-,-,-,-,-,-,-,98-100
60,55,40,50,60,80,60,-,-,-,-,60,-,-,-,-,-,95-97
60,50,55,45,50,80,-,-,75,-,-,-,-,-,-,-,-,97-99
60,50,40,45,55,75,-,75,-,65,60,-,-,-,-,-,-,97-99
60,45,45,45,50,80,-,80,-,-,-,-,-,-,-,-,-,96-98
60,50,45,55,50,80,-,75,70,50,-,60,-,-,-,-,-,97-99
60,45,45,55,45,80,40,-,75,60,-,65,-,-,-,-,-,96-98
60,50,50,50,55,80,-,80,-,-,-,-,-,-,-,-,-,95-97
60,45,30,50,45,65,80,-,50,-,-,-,-,-,-,-,-,93-95
60,25,40,45,20,80,50,-,-,-,-,-,-,-,-,-,-,98-100
60,45,30,45,45,70,70,80,-,-,-,-,-,-,-,-,-,93-95
60,55,65,45,60,65,80,-,-,-,75,-,-,-,-,-,-,93-95
60,60,55,55,65,80,-,-,75,-,-,-,-,-,-,-,-,95-97
60,50,55,55,50,-,-,50,80,-,65,80,-,-,70,75,-,97-99
60,45,50,50,45,65,-,-,45,65,-,-,65,-,60,-,-,95-97
60,50,45,45,50,75,60,-,-,45,-,70,-,-,-,-,-,95-97
60,50,50,45,50,80,-,-,-,-,-,-,-,65,-,-,-,95-97
60,40,45,50,40,80,55,75,-,-,-,-,50,60,-,-,-,95-97
60,50,45,50,50,80,70,65,-,-,-,-,-,-,-,50,-,97-99
60,45,55,55,45,80,65,-,50,-,65,-,-,-,-,50,-,99-101
60,45,25,45,45,-,60,70,70,-,65,80,-,-,-,40,-,95-97
60,45,35,50,45,80,60,-,-,-,65,-,50,-,-,-,-,94-96
60,50,40,45,50,80,-,80,-,55,-,-,-,-,-,-,-,98-100
60,40,40,45,35,50,70,65,-,-,40,-,-,-,-,-,-,91-93
60,50,25,45,55,75,35,-,55,50,-,70,-,-,-,-,-,95-97
60,45,50,40,50,80,-,80,-,-,-,-,-,-,-,-,-,95-97
60,45,40,50,45,80,45,-,45,65,-,-,-,-,-,-,-,97-99
60,65,25,50,70,80,80,-,45,-,-,-,-,-,-,-,-,96-98
60,45,75,55,40,65,45,-,80,45,-,-,-,-,-,-,-,94-96
60,45,50,45,45,55,65,-,-,65,-,-,-,-,-,-,-,92-94
60,50,50,50,50,80,50,75,-,-,-,-,-,-,-,-,-,96-98
60,45,35,40,45,-,-,-,80,70,-,-,-,-,-,-,-,97-99
65,45,50,45,45,80,-,-,80,-,-,-,-,-,-,-,-,95-97
65,50,25,45,50,80,50,-,-,55,40,-,-,-,50,-,-,97-99
65,40,40,40,40,80,50,-,50,-,75,-,-,-,-,-,-,95-97
65,70,55,60,70,80,55,-,-,65,80,-,-,-,-,-,-,95-97
65,45,25,50,45,80,40,-,-,-,-,75,70,-,-,-,-,95-97
65,45,40,50,45,80,60,-,-,-,75,-,-,-,-,-,-,96-98
65,45,35,45,50,65,80,-,65,-,-,65,-,-,-,-,-,93-95
65,50,45,45,55,80,-,-,60,-,-,80,-,-,-,-,-,96-98
65,50,30,50,50,80,70,75,80,-,-,-,-,-,-,-,-,97-99
65,45,30,45,45,80,-,-,75,-,-,-,-,-,-,-,-,95-97
65,45,30,45,45,60,75,-,75,-,-,-,-,-,-,-,-,92-94
65,50,35,55,50,55,70,80,-,75,-,-,-,-,40,-,-,94-96
65,55,35,50,60,80,50,-,-,70,-,80,-,-,-,-,-,97-99
65,50,35,50,55,55,-,-,-,80,-,75,-,-,-,-,-,93-95
65,55,30,50,60,80,65,80,55,-,-,-,-,-,-,45,-,97-99
65,25,25,45,20,75,-,-,75,-,-,-,-,-,-,-,-,94-96
65,50,40,45,50,80,55,-,-,-,40,-,-,-,-,55,-,96-98
65,60,55,60,60,80,70,65,-,75,65,-,-,-,-,-,-,97-99
65,50,65,45,50,80,-,60,-,50,-,80,-,-,-,-,-,97-99
65,50,40,55,45,80,50,-,-,-,-,65,-,-,-,-,-,95-97
65,60,30,55,60,65,65,75,65,65,-,-,70,-,-,-,-,93-95
65,45,25,40,50,65,-,-,75,-,-,-,-,-,-,-,-,93-95
65,60,40,55,65,80,-,-,80,-,-,-,-,-,-,-,-,97-99
65,45,30,40,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99
65,50,55,45,60,75,45,80,-,75,-,-,-,-,-,-,-,94-96
65,75,70,55,80,-,80,75,80,80,80,-,-,-,-,-,-,96-98
65,50,45,45,50,55,75,-,-,45,-,-,-,-,-,-,-,91-93
65,45,50,50,45,80,-,80,-,-,-,-,-,-,-,-,-,96-98
65,50,80,45,55,50,80,-,-,-,50,-,-,-,-,-,-,90-92
65,45,40,45,45,80,55,-,-,-,35,-,-,-,-,-,-,98-100
65,50,30,50,50,70,75,-,-,-,75,-,-,-,-,-,-,93-95
65,50,45,50,50,80,55,-,50,-,-,70,-,-,-,-,-,95-97
65,45,45,55,45,80,-,-,80,-,-,80,-,35,-,-,-,96-98
65,50,45,50,50,80,-,-,80,-,-,-,-,-,-,-,-,98-100
65,70,45,50,75,80,-,-,80,-,-,-,-,-,-,-,-,96-98
65,30,30,45,25,55,60,75,-,-,75,60,-,-,-,-,-,92-94
65,50,40,45,50,80,-,80,-,-,-,70,-,-,-,-,-,98-100
65,50,55,50,50,-,55,65,-,65,80,-,-,-,-,-,-,95-97
65,45,30,50,45,65,55,-,80,-,-,-,-,-,-,-,-,94-96
65,45,40,45,45,75,75,-,-,-,40,-,-,-,-,-,-,95-97
65,45,50,50,40,80,60,80,75,-,-,-,-,-,-,-,-,95-97
65,40,50,40,35,80,-,-,75,65,-,-,-,-,-,-,-,94-96
65,45,40,50,45,80,60,-,-,-,45,-,-,-,-,50,-,97-99
65,50,55,45,55,65,-,70,-,60,-,45,-,-,-,-,-,93-95
65,55,60,55,55,80,60,-,-,-,-,80,-,-,-,-,-,96-98
65,50,45,45,50,75,-,-,80,-,-,-,-,-,-,-,-,96-98
65,60,65,50,65,80,65,-,-,-,-,-,-,-,-,-,-,97-99
65,50,45,50,50,80,55,-,65,-,-,-,-,-,-,-,-,94-96
65,50,50,50,50,80,60,80,80,-,-,-,-,-,-,-,-,96-98
65,35,40,45,35,80,-,-,80,-,-,-,-,-,-,-,-,96-98
65,35,65,50,30,80,40,-,50,-,-,80,-,-,-,-,-,97-99
65,40,50,45,40,80,60,-,-,-,-,-,-,-,-,-,-,97-99
65,55,50,50,55,50,75,35,65,60,-,-,-,-,-,-,-,91-93
65,45,35,45,45,-,-,80,-,-,-,80,-,-,-,-,-,94-96
65,50,50,45,55,55,80,-,-,-,-,-,-,-,-,-,-,92-94
65,45,40,45,50,80,65,-,80,-,-,-,40,-,-,-,-,97-99
65,25,40,45,20,80,50,-,-,60,-,-,-,-,-,-,-,98-100
65,50,30,50,50,65,65,-,-,-,-,65,-,-,-,-,-,93-95
65,40,45,45,35,80,50,80,-,-,65,-,-,-,-,-,-,98-100
65,45,20,45,40,80,-,-,80,-,-,-,-,-,-,-,-,97-99
65,50,50,45,50,80,-,80,-,-,-,-,-,-,-,-,-,100+
65,45,50,45,45,80,-,-,-,45,-,75,-,-,-,-,-,98-100
65,45,40,50,45,80,80,-,55,-,-,-,-,-,-,-,-,96-98
65,35,45,40,30,80,-,80,-,-,-,-,-,-,-,-,-,97-99
65,50,40,45,50,80,55,-,80,-,70,-,60,-,-,-,-,97-99
65,45,50,55,40,70,60,-,-,65,-,-,-,-,-,-,-,93-95
65,65,55,50,70,70,-,35,-,65,-,75,-,-,-,-,-,94-96
65,55,50,50,55,70,55,-,70,-,-,80,-,-,40,-,-,95-97
65,65,45,65,65,80,60,80,-,70,75,65,-,-,-,-,-,96-98
65,45,45,45,45,80,-,-,80,70,-,-,-,-,-,-,-,97-99
65,45,45,45,45,80,60,-,70,-,-,-,-,-,-,-,-,94-96
65,55,45,45,55,60,80,45,-,75,-,-,-,-,-,-,-,92-94
65,45,45,50,40,-,45,65,75,-,80,70,-,-,-,-,-,95-97
65,45,50,45,45,65,65,-,-,-,75,-,-,-,-,-,-,93-95
65,50,30,45,55,80,-,-,75,-,-,-,-,-,-,-,-,94-96
65,70,50,55,75,80,75,80,-,80,-,-,-,-,-,80,-,97-99
65,50,55,45,50,80,-,-,-,-,70,-,-,-,-,-,-,95-97
65,35,25,45,30,80,50,-,-,65,50,-,-,-,-,-,-,97-99
65,50,45,55,50,70,-,-,80,80,-,-,-,-,-,-,-,97-99
65,30,40,45,25,80,55,-,-,50,-,-,-,45,-,50,-,97-99
65,40,30,45,40,65,60,-,-,-,80,-,-,-,-,-,-,94-96
65,55,45,55,55,80,-,-,75,-,-,-,-,-,-,-,-,96-98
65,55,55,50,60,80,60,65,70,75,50,-,-,-,-,-,-,97-99
65,55,50,45,65,80,-,80,-,-,-,-,-,-,-,-,-,98-100
65,50,60,50,50,80,65,-,80,-,-,-,-,-,-,-,-,96-98
65,50,35,45,50,70,-,-,60,-,-,-,-,-,-,-,-,92-94
65,50,45,50,50,80,75,-,-,80,-,-,-,-,-,-,-,97-99
65,80,50,45,80,-,-,-,80,80,-,-,-,-,-,-,-,95-97
65,45,35,45,45,80,-,-,-,45,-,75,-,-,-,-,-,98-100
65,50,50,50,50,80,-,-,-,65,-,80,-,-,-,-,-,97-99
65,50,50,50,50,60,-,-,80,-,-,-,-,-,-,-,-,94-96
65,50,45,50,50,55,80,70,-,60,75,-,-,-,-,-,-,93-95
65,50,40,50,50,80,45,80,45,-,-,-,-,-,-,-,-,94-96
65,40,35,45,40,80,55,-,-,-,65,-,-,-,-,-,-,98-100
65,45,45,50,45,75,55,-,80,-,-,-,-,-,-,-,-,95-97
65,45,50,45,50,80,-,-,-,65,-,60,-,-,-,-,-,96-98
70,55,50,45,60,-,-,-,80,75,-,-,-,-,-,-,-,96-98
70,60,50,50,65,80,80,-,-,-,-,-,-,-,-,-,-,95-97
70,50,45,55,45,80,-,-,80,75,-,-,-,-,-,-,-,98-100
70,50,30,45,55,55,75,80,-,-,80,-,-,-,-,-,-,92-94
70,50,50,45,50,75,-,75,70,-,-,-,-,-,-,-,-,93-95
70,45,45,45,50,80,55,-,-,-,80,-,-,-,-,-,-,95-97
70,45,45,55,45,80,-,-,80,60,70,-,-,-,-,-,-,96-98
70,55,40,50,55,80,55,75,-,60,-,-,-,-,-,80,-,97-99
70,45,55,50,45,80,55,-,-,70,-,-,-,-,-,-,-,95-97
70,60,35,50,65,80,-,-,-,45,-,80,-,-,-,-,-,99-101
70,45,40,45,45,80,55,80,80,-,-,-,-,-,-,-,-,96-98
70,45,30,45,45,70,50,-,65,55,-,-,-,-,-,-,-,93-95
70,60,55,55,65,80,80,-,80,-,-,-,-,-,-,-,-,99-101
70,45,45,45,40,80,-,80,-,-,-,-,-,-,-,-,-,98-100
70,45,55,50,45,80,-,80,-,65,70,45,-,-,-,-,-,96-98
70,50,25,50,50,80,65,-,80,-,-,-,-,-,60,-,-,95-97
70,65,45,50,70,-,-,-,80,-,-,80,-,-,-,-,-,97-99
70,45,35,50,40,80,65,-,80,-,80,-,-,-,-,-,-,96-98
70,50,50,45,55,80,-,80,-,-,-,-,-,-,-,-,-,96-98
70,30,30,50,20,55,50,-,-,-,75,-,-,-,-,-,-,91-93
70,75,75,50,80,80,-,-,80,-,-,-,-,-,-,-,-,97-99
70,45,30,45,45,40,80,50,65,-,-,-,-,-,-,-,-,91-93
70,45,60,50,45,80,-,-,-,-,-,-,-,65,-,-,-,97-99
70,55,45,50,55,80,-,-,80,-,-,-,-,-,-,-,-,95-97
70,40,50,45,35,80,50,-,-,75,50,-,-,-,-,-,-,99-101
70,50,45,45,50,80,60,-,-,-,-,-,-,-,-,-,-,97-99
70,50,35,45,50,75,55,80,-,70,65,-,-,-,-,75,-,95-97
70,45,35,45,45,80,-,-,80,-,-,-,-,-,-,-,-,98-100
70,55,45,50,55,80,65,-,80,-,-,-,-,-,-,-,-,95-97
70,55,40,50,60,-,-,-,80,-,-,80,-,-,-,-,-,96-98
70,45,35,40,45,80,50,-,-,-,80,-,-,-,-,-,-,97-99
70,50,45,45,55,70,-,-,75,-,-,-,-,-,-,-,-,93-95
70,60,45,50,65,80,-,-,75,-,-,-,-,-,-,-,-,95-97
70,45,25,50,45,80,55,-,50,75,-,-,-,-,-,-,-,98-100
70,40,40,50,40,75,50,-,-,-,40,65,-,-,40,-,-,94-96
70,45,45,45,45,80,-,75,-,65,-,75,-,-,-,-,-,95-97
70,35,30,45,30,80,55,80,-,55,-,-,-,-,-,-,-,97-99
70,50,50,50,50,-,45,80,80,-,-,80,-,50,-,-,-,96-98
70,60,55,50,65,80,-,-,50,-,-,80,-,-,-,-,-,97-99
70,45,70,50,45,75,75,-,-,-,80,-,-,-,-,-,-,94-96
70,50,45,45,50,80,-,-,80,75,-,-,-,-,-,-,-,97-99
70,35,40,50,30,65,50,-,-,-,-,75,-,-,-,-,-,93-95
70,50,30,50,50,80,60,-,-,-,-,-,-,-,-,-,-,100+
70,70,45,50,80,65,80,-,65,80,80,-,-,-,-,-,-,93-95
70,50,55,45,50,80,-,-,-,-,80,-,-,-,-,-,-,96-98
70,50,40,55,50,80,55,-,-,65,-,-,-,-,-,-,-,97-99
70,45,50,45,45,-,-,80,-,-,-,80,-,-,-,-,-,96-98
70,50,55,45,50,80,-,80,-,-,-,-,-,-,-,-,-,94-96
70,45,50,45,45,80,-,-,-,60,65,65,-,-,-,-,-,96-98
70,55,35,50,55,80,60,80,50,75,-,-,-,-,-,-,-,98-100
70,70,45,50,80,60,65,80,60,-,-,-,-,-,-,-,-,94-96
70,50,50,45,55,55,-,-,-,80,-,75,-,-,-,-,-,94-96
70,50,45,50,50,50,80,-,-,-,80,-,-,-,-,-,-,90-92
70,50,30,50,50,80,55,-,65,65,-,-,-,-,-,-,-,95-97
70,45,80,45,45,80,-,-,-,-,80,-,-,-,-,-,-,96-98
70,50,25,45,50,60,60,-,-,-,80,35,-,-,-,-,-,92-94
70,50,40,45,50,80,75,-,55,80,-,-,-,55,-,-,-,97-99
70,50,45,50,50,80,30,-,-,-,80,-,-,-,-,-,-,97-99
70,40,45,50,35,80,45,-,80,-,-,75,-,-,-,70,-,97-99
70,50,50,50,50,80,-,-,80,-,-,-,-,-,-,-,-,95-97
70,65,60,50,75,80,-,-,80,-,-,-,-,-,-,-,-,99-101
75,50,20,45,50,80,-,-,80,-,-,-,-,-,-,-,-,96-98
75,45,35,50,45,80,55,45,-,-,75,-,-,-,-,-,-,99-101
75,50,50,45,50,80,-,80,-,-,-,-,-,-,-,-,-,99-101
75,50,55,50,55,80,50,-,-,70,-,80,-,-,-,-,-,96-98
75,60,40,50,65,80,-,80,-,-,-,-,-,-,-,-,-,96-98
75,40,35,50,40,80,55,-,-,70,-,-,-,-,-,-,-,94-96
75,45,40,45,45,80,-,-,80,-,-,-,-,-,-,-,-,96-98
75,55,60,55,55,80,45,80,80,80,-,-,-,-,-,-,-,99-101
75,65,70,55,70,80,50,-,80,80,-,-,-,-,-,-,-,98-100
75,55,20,50,55,75,50,-,-,-,80,-,-,-,-,-,-,94-96
75,65,40,50,70,80,45,-,-,-,-,80,-,-,-,-,-,96-98
75,50,35,45,55,80,-,-,-,65,-,80,-,-,-,-,-,96-98
75,50,35,55,50,80,80,-,50,-,-,-,-,-,-,-,-,99-101
75,50,35,45,50,75,80,-,-,50,-,-,-,-,-,-,-,93-95
75,55,55,55,55,80,-,-,80,-,-,-,-,-,-,-,-,98-100
75,60,35,50,65,80,80,-,-,-,-,-,-,-,-,-,-,95-97
75,45,55,55,40,80,50,-,-,70,-,-,-,-,-,-,-,95-97
75,50,35,45,50,80,-,80,-,80,-,-,-,-,-,-,-,97-99
75,45,35,45,45,80,-,80,-,-,-,-,-,-,-,-,-,98-100
75,75,60,55,80,-,-,80,-,-,-,80,-,-,-,-,-,96-98
75,50,50,55,45,80,60,80,80,-,70,-,-,-,-,-,-,95-97
75,60,60,50,65,80,-,80,-,-,-,80,-,-,-,-,-,97-99
75,50,45,45,55,80,-,-,80,-,-,-,-,-,-,-,-,97-99
75,45,30,50,45,-,-,80,-,-,-,80,-,-,-,-,-,100+
75,50,50,55,45,80,80,-,80,-,-,-,-,-,-,-,-,96-98
75,50,50,45,55,-,-,-,80,80,-,-,-,-,-,-,-,99-101
75,45,30,45,45,80,-,80,-,-,-,-,-,-,-,-,-,96-98
75,75,65,60,80,80,80,-,80,80,-,-,-,-,-,-,-,98-100
75,55,20,70,55,55,80,-,65,65,-,-,-,-,70,-,-,92-94
75,60,45,50,60,75,80,-,80,-,-,-,-,-,-,-,-,93-95
75,45,50,50,45,80,-,-,-,70,-,80,-,-,-,-,-,98-100
75,45,55,50,40,80,60,-,-,75,-,-,-,-,-,-,-,97-99
75,55,30,45,55,80,75,-,-,-,-,-,-,-,-,-,-,98-100
75,45,45,45,45,65,70,-,-,-,-,-,-,-,-,-,-,92-94
75,45,40,50,45,80,55,-,-,80,-,-,-,-,-,-,-,97-99
75,50,60,50,50,80,65,-,-,-,-,-,-,-,-,-,-,98-100
75,50,50,50,45,80,55,-,80,-,70,-,-,-,65,-,-,97-99
75,50,40,45,50,75,-,-,-,50,-,80,-,-,-,-,-,94-96
75,45,45,50,45,65,60,50,-,70,80,-,-,-,-,-,-,93-95
75,50,25,50,50,80,-,-,80,-,-,-,-,-,-,-,-,98-100
75,50,30,50,50,80,-,-,80,-,-,80,-,-,-,-,-,98-100
75,50,45,50,50,80,-,-,-,80,-,80,-,-,-,-,-,97-99
75,45,35,45,45,80,55,-,-,75,-,-,-,-,-,-,-,99-101
75,55,35,55,55,80,70,-,-,-,-,80,-,-,-,-,-,99-101
75,45,70,45,50,80,65,45,-,80,-,65,-,-,-,-,-,94-96
75,45,40,45,50,80,65,-,-,-,80,55,-,-,-,-,-,94-96
75,45,45,50,45,70,-,-,-,-,75,-,-,-,-,-,-,92-94
75,45,30,45,45,80,60,-,50,75,-,80,-,-,-,-,-,100+
80,45,50,50,45,80,60,-,60,-,-,80,-,-,-,-,-,96-98
80,40,35,45,35,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,35,50,55,30,75,65,-,-,75,-,-,-,-,-,-,-,94-96
80,50,45,55,45,80,65,80,80,-,-,-,-,-,-,-,-,95-97
80,50,40,50,50,80,-,-,-,-,75,-,-,-,-,-,-,100+
80,45,40,50,45,80,65,80,-,80,-,-,-,-,-,-,-,95-97
80,45,65,50,45,80,55,80,80,70,-,-,-,-,-,-,-,94-96
80,50,40,50,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,55,45,55,60,-,-,-,80,-,-,80,-,-,-,-,-,96-98
80,55,25,45,60,80,-,80,-,-,-,-,-,-,-,-,-,97-99
80,55,55,50,55,-,-,80,-,80,-,-,-,-,-,-,-,94-96
80,55,50,50,55,-,-,80,-,80,-,-,-,-,-,-,-,98-100
80,55,60,50,55,-,-,80,-,-,-,80,-,-,-,-,-,96-98
80,50,55,50,55,60,-,-,80,-,-,-,-,-,-,-,-,93-95
80,55,30,55,60,80,80,-,-,-,-,80,-,-,-,-,-,96-98
80,50,30,50,50,80,80,80,80,-,70,80,-,-,-,-,-,99-101
80,40,40,45,40,80,-,-,80,-,-,-,-,-,-,-,-,95-97
80,45,55,50,40,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,55,50,50,60,-,-,-,80,80,-,-,-,-,-,-,-,97-99
80,50,25,50,50,80,-,80,-,80,-,-,-,-,-,-,-,99-101
80,50,40,50,50,80,65,-,80,-,-,70,-,-,-,-,-,95-97
80,60,50,55,60,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,80,45,55,80,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,35,40,50,30,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,65,40,55,70,80,-,-,80,80,-,-,-,-,-,-,-,100+
80,70,50,50,75,80,-,-,80,-,-,-,-,-,-,-,-,99-101
80,50,30,50,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,80,80,55,80,80,80,80,80,80,-,-,-,75,-,-,-,100+
80,65,35,55,70,80,-,-,-,-,80,-,-,-,-,-,-,99-101
80,55,40,50,55,80,-,80,-,-,-,-,-,-,-,-,-,96-98
80,40,40,50,40,80,60,-,80,80,75,80,-,-,-,-,-,96-98
80,45,30,45,45,80,-,-,-,-,80,-,-,-,-,-,-,97-99
80,50,25,45,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,50,35,50,50,80,-,80,-,-,-,-,-,-,-,-,-,96-98
80,55,35,50,55,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,55,55,50,60,-,-,-,80,-,-,80,-,-,-,-,-,98-100
80,50,45,45,50,80,-,-,-,-,-,-,-,-,80,-,-,98-100
80,75,45,55,80,80,80,-,-,-,80,-,-,-,-,-,-,99-101
80,50,50,50,55,80,60,-,-,-,-,80,-,-,-,-,-,96-98
80,45,45,50,45,80,50,80,-,80,-,-,-,-,-,-,-,99-101
80,45,50,40,45,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,40,65,50,35,80,-,-,-,-,75,80,-,-,-,-,-,95-97
80,55,50,50,55,80,-,-,-,-,-,-,80,-,-,-,-,99-101
80,65,55,50,70,80,65,-,-,80,75,80,-,-,-,-,-,98-100
80,55,45,45,55,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,50,50,55,45,80,65,50,80,80,-,-,-,-,-,-,-,99-101
80,40,40,45,35,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,65,55,50,70,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,50,45,55,50,80,80,-,-,-,-,-,-,-,-,-,-,98-100
80,55,55,50,55,80,-,-,-,-,-,-,-,-,-,80,-,99-101
80,55,70,45,60,-,-,-,80,-,-,80,-,-,-,-,-,95-97
80,50,45,45,50,70,-,-,-,-,80,-,-,-,-,-,-,93-95
80,60,55,55,60,-,80,-,-,-,-,80,-,-,-,-,-,97-99
80,55,35,45,60,80,-,-,80,-,-,-,-,-,-,-,-,94-96
80,40,20,45,40,75,-,80,-,-,-,-,-,-,-,-,-,93-95
80,45,40,50,40,80,80,-,80,-,-,-,-,-,-,-,-,100+
80,45,55,45,45,80,80,-,-,-,-,-,-,-,-,-,-,98-100
80,75,60,55,80,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,50,55,45,50,80,-,80,-,-,-,-,-,-,-,-,-,94-96
80,50,30,50,45,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,50,30,50,50,80,80,-,-,-,80,-,-,-,-,-,-,97-99
80,70,65,50,80,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,60,50,55,65,-,-,80,-,-,-,80,-,-,-,-,-,96-98
80,50,30,55,50,80,80,45,80,-,-,-,-,-,-,-,-,97-99
80,55,35,50,60,80,80,-,55,80,-,-,-,-,-,80,-,99-101
80,45,50,50,40,80,-,80,-,-,-,-,-,-,-,-,-,98-100
80,45,25,45,45,80,-,-,80,-,-,-,-,-,-,-,-,99-101
80,65,50,55,65,-,-,80,-,80,-,-,-,-,-,-,-,99-101
80,55,50,50,55,-,75,-,-,-,-,80,-,-,-,-,-,96-98
80,45,20,45,50,80,-,-,-,-,80,-,-,-,-,-,-,97-99
80,45,30,50,45,75,-,80,-,-,-,80,-,-,-,50,-,93-95
80,80,50,55,80,-,-,80,-,80,-,-,-,-,-,-,-,99-101
80,50,50,45,50,80,-,-,80,-,-,-,-,-,-,-,-,100+
80,60,30,45,75,80,-,-,-,80,-,80,-,-,-,-,-,95-97
80,50,40,50,50,80,80,-,80,-,-,-,-,-,-,-,-,100+
80,50,40,45,50,80,80,-,80,-,-,-,-,-,-,-,-,97-99
80,45,35,50,45,80,-,-,80,-,-,-,-,-,-,-,-,98-100
80,45,55,50,45,80,-,-,-,80,-,80,-,-,-,-,-,98-100
80,60,50,50,65,80,80,-,-,-,-,-,-,-,-,-,-,95-97
80,65,75,45,80,-,-,-,80,-,-,80,-,-,-,-,-,100+
80,50,55,55,50,80,-,80,-,80,-,-,-,-,-,-,70,98-100
80,70,50,55,75,80,-,-,-,-,-,-,-,80,-,-,-,97-99
80,60,45,50,65,80,-,-,80,-,-,-,-,-,-,-,-,100+
80,55,60,45,60,80,-,-,-,-,80,-,-,-,-,-,-,98-100
80,55,70,55,55,80,80,-,-,-,80,-,-,-,-,-,-,95-97
80,45,50,45,45,80,-,-,80,-,-,-,-,-,-,-,-,97-99
80,55,30,45,60,70,-,-,-,80,-,80,-,-,-,-,-,93-95
80,45,30,50,40,80,-,-,-,80,-,65,60,-,-,-,-,94-96
80,50,35,50,50,80,-,80,-,-,-,-,-,-,-,-,-,98-100
80,50,35,45,50,70,75,80,80,-,75,-,-,-,-,-,-,94-96
80,45,35,50,45,80,40,80,80,-,-,-,-,-,-,-,-,97-99
80,45,30,50,45,80,65,-,-,-,-,80,-,-,-,-,-,100+
80,65,60,50,75,80,80,80,-,55,-,-,-,-,-,-,-,97-99
80,75,40,55,80,80,80,80,80,80,-,-,-,-,-,-,-,99-101
80,45,25,50,45,80,-,80,-,-,-,-,-,-,-,-,-,94-96
80,45,40,50,45,80,60,-,-,80,-,-,-,-,-,-,-,98-100
80,70,80,50,80,80,80,-,-,70,-,80,-,-,-,-,-,97-99
